tic_id,gaia_id,pl_orbper,pl_radj,pl_massj,pl_dens,pl_orbeccen,pl_eqt,pl_trandep,pl_trandur,pl_ratdor,pl_ratror,st_teff,st_rad,st_mass,st_lum,ra,dec,sy_pmra,sy_pmdec,sy_dist
TIC 307210830,Gaia DR2 5271055243163629056,7.4507245,0.136,0.0061,2.95,0.074,416,,0.84,33.7,0.0448,3415,0.3,0.27,-1.948,124.5328604,-68.3144658,94.7675,-340.47,10.6194
TIC 92226327,Gaia DR2 2371032916186181760,24.73694,0.146,0.02007,8.04,0.096,379,0.493,2.055,96.4,,2988,0.21,0.19,-2.488,11.248632,-15.2741085,317.585,-596.617,14.9861
TIC 92226327,Gaia DR2 2371032916186181760,24.73712,0.128,0.02092,12.5,0.29,230,,,101,0.0708,3131,0.19,0.15,-2.526,11.248632,-15.2741085,317.585,-596.617,14.9861
TIC 92226327,Gaia DR2 2371032916186181760,24.736959,0.154,0.02196,7.5,0.06,235,,,95.34,0.0739,3216,0.21,0.18,-2.356,11.248632,-15.2741085,317.585,-596.617,14.9861
TIC 92226327,Gaia DR2 2371032916186181760,3.777931,0.114,0.00569,4.7,0.31,438,,,26.57,0.05486,3216,0.21,0.18,-2.356,11.248632,-15.2741085,317.585,-596.617,14.9861
TIC 92226327,Gaia DR2 2371032916186181760,3.77792,0.104,0.00554,6.07,0.274,709,0.252,1.1,27.53,,2988,0.21,0.19,-2.488,11.248632,-15.2741085,317.585,-596.617,14.9861
TIC 396562848,Gaia DR2 549007291282705024,1.9495378,0.111,0.00733,6.67,,595,,0.705,16.119,0.0462,3381,0.25,0.24,-2.146,44.3388743,76.5514045,691.036,-399.685,18.2276
TIC 77156829,Gaia DR2 4864160624337973248,0.8602322,0.062,0.0011,6,0.25,,,0.774,8.16,0.0192,3490,0.33,0.34,-1.839,68.1789866,-39.7908744,239.41,-967.772,19.8782
TIC 77156829,Gaia DR2 4864160624337973248,3.694247,0.088,0.0044,10.6,0.22,,,1.26,21.56,0.0272,3490,0.33,0.34,-1.839,68.1789866,-39.7908744,239.41,-967.772,19.8782
TIC 260004324,Gaia DR2 5500061456275483776,3.81433,0.097,0.02737,,0,617,,,17.403,0.0199,3643,0.5,0.5,-1.387,91.0899861,-55.3115376,681.726,342.132,29.8424
TIC 70899085,Gaia DR2 3189306030970782208,4.052037,0.419,0.09691,1.7,0.04,700,,,15.9,0.0751,3950,0.58,0.59,-1.125,64.1902212,-12.0848643,49.7662,-197.253,52.616
TIC 44898913,Gaia DR2 4886243456388510720,2.7299025,0.118,0.04153,,,396,0.6238,0.8457,26.32,,2850,0.16,0.12,-2.841,64.1309096,-28.3157909,218.534,-251.131,32.4298
TIC 44898913,Gaia DR2 4886243456388510720,8.457463,0.122,0.0796,,,272,0.6659,0.9593,55.94,,2850,0.16,0.12,-2.841,64.1309096,-28.3157909,218.534,-251.131,32.4298
TIC 98796344,Gaia DR2 5153091836072107136,5.3587657,0.116,0.00903,7.1,0.11,424,0.203,1.367,30.9,0.0451,3340,0.27,0.26,,45.4624781,-16.5944956,-369.196,-268.51,6.86929
TIC 98796344,Gaia DR2 5153091836072107136,5.35882,0.123,0.00692,4.4,0.19,433,0.2498,1.3776,29.6,0.0458,3337,0.28,0.26,,45.4624781,-16.5944956,-369.196,-268.51,6.86929
TIC 98796344,Gaia DR2 5153091836072107136,3.1239035,0.102,0.00485,5.57,0.223,508,0.157,0.482,21.56,0.0396,3340,0.27,0.26,,45.4624781,-16.5944956,-369.196,-268.51,6.86929
TIC 36724087,Gaia DR2 3767281845873242112,0.768377,0.12,0.00736,5.24,0.064,1000,,0.818,6.77,0.0324,3360,0.38,0.38,-1.777,154.6449033,-11.717801,-341.409,-247.87,21.9814
TIC 36724087,Gaia DR2 3767281845873242112,0.768448,0.119,0.00824,6.1,0,892,0.1087,0.805,7.03,0.033,3331,0.37,0.4,,154.6449033,-11.717801,-341.409,-247.87,21.9814
TIC 36724087,Gaia DR2 3767281845873242112,12.252131,0.216,0.01979,2.45,0.115,397,,1.79,42.9,0.058,3360,0.38,0.38,-1.777,154.6449033,-11.717801,-341.409,-247.87,21.9814
TIC 36724087,Gaia DR2 3767281845873242112,12.2519,0.205,0.02706,3.9,0.06,353,0.324,1.392,44.6,0.057,3331,0.37,0.4,,154.6449033,-11.717801,-341.409,-247.87,21.9814
TIC 183985250,Gaia DR2 2307504062045842688,0.792052,0.421,0.09225,1.536,0,1978,,,3.877,0.0455,5443,0.95,0.77,-0.149,358.6688767,-37.6282237,247.615,-69.8008,80.4373
TIC 153091721,Gaia DR2 6002207725193479552,3.91405,0.89,0.81,1.4,0,,,,,,5000,0.82,0.87,,232.5774696,-42.9799461,-14.2199,-9.99866,773.409
TIC 354619337,Gaia DR2 1744911763437512064,2.14878,1.5,3.7,1.5,0,2570,,4.05,,0.0735,7554,2.1,1.72,1.176,317.5515264,10.7388967,-5.71934,5.37933,182.273
TIC 371443216,Gaia DR2 5245968236116294016,2.82406,1.53,3.1,,0,2100,,3.96,5.26,0.08,7800,1.92,1.75,1.087,147.5800667,-66.1139253,6.05141,-15.3977,170.696
TIC 192826603,Gaia DR2 4821739369794767744,2.647298,1.33,0.812,0.42,0.016,790,,1.23,12.2,0.239,3916,0.57,0.62,,82.7142134,-36.6309812,-31.9016,-41.0255,218.121
TIC 37348844,Gaia DR2 2911987212510959232,0.7668944,1.205,2.162,1.43,0,1332,,1.091,4.447,0.1765,4600,0.7,0.7,,91.8722801,-25.5948963,9.7087,1.64619,
TIC 54002556,Gaia DR2 2453680078509741056,35.45533,0.817,0.344,0.78,0.13,435,,3.59,54.6,0.101,5050,0.83,0.86,,23.5214497,-14.4191493,11.1676,14.0474,190.422
TIC 157230659,Gaia DR2 3464620139089832960,7.532806,1.048,0.208,0.223,0,1257,,5.85,10.28,0.0678,5690,1.59,1.02,,176.2499418,-35.640563,-18.4141,7.1378,446.442
TIC 454069765,Gaia DR2 5385076140853434752,4.119027,1.142,4.84,4.02,0.086,1605,0.43,5.2224,,,5819,1.79,1.3,0.517,176.2402326,-38.1397158,-21.1262,-0.987547,647.595
TIC 197643976,Gaia DR2 6585082036193768832,3.5357173,0.444,0.092,1.395,0,1143,,2.24,10.3,0.053,5187,0.84,0.9,,328.5174799,-38.3774193,-23.6619,5.48833,322.148
TIC 1333933,Gaia DR2 4873830691665395584,3.27623,1.1,0.751,0.74,0,1146,,2.504,10,0.119,5600,0.95,0.99,,73.3553101,-32.8003484,5.68668,1.31616,786.485
TIC 166806344,Gaia DR2 4886825544715697792,4.84532,1.3,0.667,0.38,0,1177,,3.061,9.29,0.11,5550,1.21,1,,58.2639299,-30.8046405,9.77224,-4.67343,898.168
TIC 1309019,Gaia DR2 4873225513593736960,3.24253,1.24,0.764,0.5,0,1457,,3.391,6.28,0.095,5650,1.34,1.02,,72.9005729,-34.2262128,-0.18992,-11.8123,1040.28
TIC 142211778,Gaia DR2 3462511310147530752,3.05125,1.21,0.409,0.28,0,1381,,3.601,6.97,0.089,5610,1.39,1,,180.5462193,-35.5486091,-2.41646,1.48727,1096.19
TIC 125739286,Gaia DR2 6220602384081327104,4.511164,1.595,0.74,0.226,0,1468,,4.651,,0.09619,6478,1.7,1.64,,215.1227617,-31.2020698,-21.7357,-0.857843,356.391
TIC 257527578,Gaia DR2 5078704372599743104,54.18915,1.07,2.98,,0.432,688,,4.55,,0.0618,5980,1.78,1.47,,46.2926368,-21.9336472,19.8453,-1.07606,382.898
TIC 441422655,Gaia DR2 6779308394419726848,1.5433897,1.33,2.36,1.25,0,1357,,1.95,5.89,0.159,4660,0.86,0.72,,311.2583112,-35.4278412,-13.3874,-7.78428,592.891
TIC 77287067,Gaia DR2 481646209193812940,4.0764326,1.267,0.613,,0,1327,,3.919,8.72,0.1048,6057,1.24,1.01,0.283,70.4322947,-40.0445299,0.844148,12.3071,1074.95
TIC 151920165,Gaia DR2 5397086969654628864,3.4678796,1.214,0.52,,0,1499,,2.929,6.37,0.0768,5820,1.64,1.26,0.446,168.5638892,-37.9101328,-0.632147,0.543777,683.062
TIC 290742484,Gaia DR2 6682513094425008640,2.823093,1.023,0.639,,0,1101,,2.466,9.78,0.1231,5321,0.86,0.91,-0.292,307.4182976,-39.0323568,5.17449,6.01303,521.233
TIC 124778445,Gaia DR2 2885350546895266432,1.6753728,1.48,2.38,0.31,,,2.68,2.3,6.49435,0.1638,5600,0.93,1.02,,94.4447595,-35.706364,-8.83842,8.77115,743.972
TIC 143143769,Gaia DR2 2891248292906892032,1.3373508,0.284,0.06481,3.45,0,1650,,1.8,4.79,0.035,5143,0.84,0.75,,89.5988945,-30.8117992,-16.8811,-7.37111,280.555
TIC 368739874,Gaia DR2 1159042833731813760,3.3569866,1.136,0.229,,0,952,,2.21,11.111,0.1579,4987,0.74,0.66,,221.0582692,5.6053735,13.6503,-4.68762,306.779
TIC 1528696,Gaia DR2 4875693023844840448,0.882059,1.326,1.339,0.711,0,1284,,,4.784,,4730,0.75,0.77,-0.592,75.795382,-30.3994612,-9.33853,-21.995,308.262
TIC 102068384,Gaia DR2 6840435777723109888,2.4997,1.09,0.93,0.89,0.01,1345,,2.61,7.6,0.114,5241,0.98,0.89,,328.9759206,-14.0684399,21.3627,-10.1937,428.976
TIC 176685457,Gaia DR2 5678340222972504832,4.43527,1.07,2.9,2.93,0.06,1448,,2.05,9.06,0.08,6330,1.38,1.34,,141.9206435,-19.3476477,-6.07776,1.72268,609.128
TIC 130150682,Gaia DR2 4056443366649948160,3.101278,1.25,0.62,0.4,,,1.21,,,,5950,1.17,1.14,0.188,267.8677483,-29.8764758,0.499224,-5.1612,1344.97
TIC 130150682,Gaia DR2 4056443366649948160,3.1014,1.519,0.66,,0,,,,,0.129,6220,1.21,1.22,,267.8677483,-29.8764758,0.499224,-5.1612,1344.97
TIC 130150682,Gaia DR2 4056443366649948160,3.10129,1.22,0.61,,,,,,8.07,0.11,5960,1.14,1.1,,267.8677483,-29.8764758,0.499224,-5.1612,1344.97
TIC 130150682,Gaia DR2 4056443366649948160,3.101278,1.72,0.68,0.178,,1702,,,6.369,,6075,1.52,1.28,,267.8677483,-29.8764758,0.499224,-5.1612,1344.97
TIC 130150682,Gaia DR2 4056443366649948160,3.101386,1.24,0.57,0.38,0,,,,,0.127,5750,1,1,,267.8677483,-29.8764758,0.499224,-5.1612,1344.97
TIC 130150682,Gaia DR2 4056443366649948160,3.101278,1.25,1.13,0.815,0.82,,,,,,5950,1.17,1.14,,267.8677483,-29.8764758,0.499224,-5.1612,1344.97
TIC 130150682,Gaia DR2 4056443366649948160,,1.14,0.63,,,,,,,,6075,1.14,1.17,,267.8677483,-29.8764758,0.499224,-5.1612,1344.97
TIC 465390152,Gaia DR2 5242089296564780416,4.0161,1,0.53,0.61,0,,,,,0.12,5070,0.85,0.82,,163.324115,-61.4056976,-8.84377,6.12771,1068.33
TIC 465390152,Gaia DR2 5242089296564780416,4.0161,1.051,0.55,0.59,,,1.687,,,,5040,0.83,0.85,-0.397,163.324115,-61.4056976,-8.84377,6.12771,1068.33
TIC 465390152,Gaia DR2 5242089296564780416,,0.97,0.52,,,,,,,,5044,0.83,0.81,,163.324115,-61.4056976,-8.84377,6.12771,1068.33
TIC 465390152,Gaia DR2 5242089296564780416,4.0144477,1.051,0.78,0.84,0.54,,,,,,5040,0.83,0.85,,163.324115,-61.4056976,-8.84377,6.12771,1068.33
TIC 465390152,Gaia DR2 5242089296564780416,4.0144477,1.011,0.55,0.65,,1019,,,12.24,,5044,0.82,0.85,,163.324115,-61.4056976,-8.84377,6.12771,1068.33
TIC 465390152,Gaia DR2 5242089296564780416,4.014484,1.005,0.53,0.6,,,,2.9,12.11,0.1245,,0.83,0.82,,163.324115,-61.4056976,-8.84377,6.12771,1068.33
TIC 465390152,Gaia DR2 5242089296564780416,4.0144479,1.067,0.52,,,,,2.743,,0.132,,0.83,0.81,,163.324115,-61.4056976,-8.84377,6.12771,1068.33
TIC 465390152,Gaia DR2 5242089296564780416,4.0144479,1.077,0.54,0.57,,1034,,,11.876,,5044,0.84,0.83,,163.324115,-61.4056976,-8.84377,6.12771,1068.33
TIC 915110182,Gaia DR2 5242077854771196544,1.4324758,1.09,1.08,1,0,,,,,,4800,0.78,0.79,,163.1010355,-61.4468591,-14.9423,9.87801,566.459
TIC 915110182,Gaia DR2 5242077854771196544,1.4324752,1.093,1.26,1.2,,,2.103,,,,4790,0.77,0.78,-0.529,163.1010355,-61.4468591,-14.9423,9.87801,566.459
TIC 915110182,Gaia DR2 5242077854771196544,1.4324757,1.09,1.32,1.3,0,,,,,,4750,0.77,0.78,,163.1010355,-61.4468591,-14.9423,9.87801,566.459
TIC 915110182,Gaia DR2 5242077854771196544,1.43247425,1.093,1.36,1.32,0.15,,,,,,4790,0.77,0.78,,163.1010355,-61.4468591,-14.9423,9.87801,566.459
TIC 915110182,Gaia DR2 5242077854771196544,1.4325,1.08,1.35,1.3,,,,,,,4752,0.77,0.77,,163.1010355,-61.4468591,-14.9423,9.87801,566.459
TIC 915110182,Gaia DR2 5242077854771196544,1.4324757,1.111,1.24,1.21,,1355,,,6.2814,,4804,0.78,0.77,,163.1010355,-61.4468591,-14.9423,9.87801,566.459
TIC 915110182,Gaia DR2 5242077854771196544,1.43247425,1.088,1.23,1.18,,1342,,,6.3613,,4790,0.77,0.76,,163.1010355,-61.4468591,-14.9423,9.87801,566.459
TIC 465144510,Gaia DR2 5241964708164136192,1.689868,1.18,1.14,0.86,,,,,,0.0916,6210,1.34,1.26,,162.6440933,-61.9572476,-5.547,3.16368,2012.62
TIC 465144510,Gaia DR2 5241964708164136192,1.68965,1.15,1.01,0.8,,,,,,,6411,1.41,1.34,,162.6440933,-61.9572476,-5.547,3.16368,2012.62
TIC 465144510,Gaia DR2 5241964708164136192,1.68986531,1.2,2.7,2.01,0.6,,,,,,6210,1.32,1.3,,162.6440933,-61.9572476,-5.547,3.16368,2012.62
TIC 465144510,Gaia DR2 5241964708164136192,1.689857,1.43,1.19,1.02,,,,2.27424,,0.0812,6411,1.43,1.35,,162.6440933,-61.9572476,-5.547,3.16368,2012.62
TIC 465144510,Gaia DR2 5241964708164136192,1.689868,1.2,1.18,0.85,,2013,0.917,,4.76,0.0932,6210,1.32,1.3,0.371,162.6440933,-61.9572476,-5.547,3.16368,2012.62
TIC 465144510,Gaia DR2 5241964708164136192,1.689868,1.25,1.17,0.78,,2017,,,4.739,,6210,1.37,1.3,,162.6440933,-61.9572476,-5.547,3.16368,2012.62
TIC 465144510,Gaia DR2 5241964708164136192,1.68986531,1.229,1.17,0.78,,1991,,,4.8638,,6210,1.34,1.29,,162.6440933,-61.9572476,-5.547,3.16368,2012.62
TIC 466884459,Gaia DR2 5337294049909975680,3.9791,1.47,1.07,0.41,0.27,,,,,,5924,1.53,1.19,,167.3279228,-61.0952624,-10.9171,1.23189,2501.75
TIC 466884459,Gaia DR2 5337294049909975680,3.9791,1.13,1.01,,0,,1.04,,,,5924,1.14,1.14,,167.3279228,-61.0952624,-10.9171,1.23189,2501.75
TIC 466884459,Gaia DR2 5337294049909975680,3.9791,1.47,1.06,0.442,,1550,,,7.299,,5924,1.53,1.19,,167.3279228,-61.0952624,-10.9171,1.23189,2501.75
TIC 390001646,Gaia DR2 5253607539857229568,3.67724,1.262,0.75,0.49476,,1686,,,7.0323,,6325,1.56,1.31,,160.0598236,-62.4555353,-11.1415,5.94336,1515.26
TIC 390001646,Gaia DR2 5253607539857229568,3.67724,1.262,0.68,0.42,0.58,,,,,,6325,1.56,1.31,,160.0598236,-62.4555353,-11.1415,5.94336,1515.26
TIC 390001646,Gaia DR2 5253607539857229568,3.67724,1.36,1.03,,0,,0.723,4.4112,,,6325,1.64,1.33,,160.0598236,-62.4555353,-11.1415,5.94336,1515.26
TIC 1425441246,Gaia DR2 4056326681029056896,,1.25,1.24,,,,,,,,6119,1.15,1.17,,269.1479583,-29.5392222,,,
TIC 1425441246,Gaia DR2 4056326681029056896,1.21191096,1.734,1.41,0.336,,2482,,,3.0377,,6119,1.74,1.34,,269.1479583,-29.5392222,,,
TIC 1425441246,Gaia DR2 4056326681029056896,1.21191096,1.363,3.3,1.59,0.67,,,,,,6050,1.36,1.23,,269.1479583,-29.5392222,,,
TIC 1425441246,Gaia DR2 4056326681029056896,1.21191096,1.378,1.39,,0,,1.08,2.2032,,,,1.36,1.23,,269.1479583,-29.5392222,,,
TIC 1425441246,Gaia DR2 4056326681029056896,1.211909,1.2,1.3,1,,2140,,,4.082,,6119,1.26,1.23,,269.1479583,-29.5392222,,,
TIC 1425441246,Gaia DR2 4056326681029056896,1.211909,1.3,1.29,,,,,,3.84,0.101,6119,1.32,1.17,,269.1479583,-29.5392222,,,
TIC 1425441246,Gaia DR2 4056326681029056896,1.2119189,1.363,1.39,0.68,,2212,0.9168,,3.74,0.1027,6050,,,0.35,269.1479583,-29.5392222,,,
TIC 1425441246,Gaia DR2 4056326681029056896,1.2119,1.3,0.9,0.5,0,,,,,,5900,1.1,1.04,,269.1479583,-29.5392222,,,
TIC 1425441246,Gaia DR2 4056326681029056896,1.2119189,1.246,1.18,,0,,,,,0.114,5970,1.12,1.1,,269.1479583,-29.5392222,,,
TIC 466840711,Gaia DR2 5337273743301313536,2.48553417,1.633,4.4,1.25,,2034,,,5.8072,,6933,1.5,1.43,,166.9798793,-61.1462496,-4.52203,2.48817,1627.63
TIC 466840711,Gaia DR2 5337273743301313536,2.485533,1.614,4.34,1.37,,2039,,,5.777,,6933,1.5,1.42,,166.9798793,-61.1462496,-4.52203,2.48817,1627.63
TIC 466840711,Gaia DR2 5337273743301313536,2.4855335,1.61,4.5,,,,1.177,,,,6933,1.53,1.52,,166.9798793,-61.1462496,-4.52203,2.48817,1627.63
TIC 179413040,Gaia DR2 6110141563309613056,43500,1.3,8,,,1200,,,,,3972,1.26,0.76,-0.456,212.0421402,-41.3980405,-29.6608,-23.8227,113.064
TIC 179413040,Gaia DR2 6110141563309613056,,2.72,3,,0.19,1204,,,,,3972,,,,212.0421402,-41.3980405,-29.6608,-23.8227,113.064
TIC 179413040,Gaia DR2 6110141563309613056,,2.04,2,,0.11,995,,,,,3972,,,,212.0421402,-41.3980405,-29.6608,-23.8227,113.064
TIC 170348142,Gaia DR2 2073478823183937536,138.317,0.551,0.531,,0.0702,481,,,22.1435,0.03268,6407,1.73,1.53,,298.2150641,39.9550863,0.283166,1.05764,1033.16
TIC 416279912,Gaia DR2 2139300262131379584,282.525,0.9,80,,,,,,176.7,0.092,5629,1,0.94,,289.7636212,51.962683,3.36631,16.0261,343.863
TIC 341694238,Gaia DR2 5851616143098057472,3.1606296,0.941,2.31,,,,,,,0.16432,4400,0.59,0.69,,203.6087259,-66.5811639,-17.8101,-4.2745,747.959
TIC 236887394,Gaia DR2 2244830490514284928,1.42002586,1.142,1.293,1.08,,1388,,,6.25,0.1475,4910,0.8,0.82,,303.3818697,65.1623313,12.6361,58.1698,185.615
TIC 236887394,Gaia DR2 2244830490514284928,1.4200242,1.143,1.294,1.076,0,1418,2.14,1.66104,6.247,0.14629,5013,0.8,0.84,-0.438,303.3818697,65.1623313,12.6361,58.1698,185.615
TIC 236887394,Gaia DR2 2244830490514284928,1.42002504,1.18,1.321,0.99,0.012,,,,,,4910,0.8,0.85,,303.3818697,65.1623313,12.6361,58.1698,185.615
TIC 236887394,Gaia DR2 2244830490514284928,1.420033,1.164,1.09,0.918,0,,2.117,1.61184,,,4861,0.82,0.85,,303.3818697,65.1623313,12.6361,58.1698,185.615
TIC 236887394,Gaia DR2 2244830490514284928,1.42002504,1.18,1.33,1.1,0,1389,2.28,1.6272,6.246,0.1513,4910,0.8,0.85,,303.3818697,65.1623313,12.6361,58.1698,185.615
TIC 236887394,Gaia DR2 2244830490514284928,1.42002406,1.136,1.275,1.2,,,,1.64,6.319,0.14591,,0.78,0.8,,303.3818697,65.1623313,12.6361,58.1698,185.615
TIC 229791084,Gaia DR2 2262322556576778752,1.645321,1.543,0.736,0.248,0,1955,,2.772,4.9,0.1265,6124,1.25,1.16,0.3,284.4439052,69.5708373,-5.57512,-3.37347,559.068
TIC 2521105,Gaia DR2 3620030644476623616,1.33711677,1.115,2.466,2.356,0,1285,2.66587,1.809816,,,,0.7,0.73,,207.6554928,-6.8040714,-88.1844,-15.2903,181.374
TIC 2521105,Gaia DR2 3620030644476623616,1.33711655,1.15,2.6,,0,,,,6.51466,0.16208,4645,0.71,0.74,,207.6554928,-6.8040714,-88.1844,-15.2903,181.374
TIC 2521105,Gaia DR2 3620030644476623616,1.33711647,1.254,2.47,1.552,0.011,,,,,,4645,0.78,0.74,,207.6554928,-6.8040714,-88.1844,-15.2903,181.374
TIC 2521105,Gaia DR2 3620030644476623616,1.3371182,1.144,2.487,2.208,0,1292,2.725,1.8096,,,4645,0.71,0.74,,207.6554928,-6.8040714,-88.1844,-15.2903,181.374
TIC 2521105,Gaia DR2 3620030644476623616,1.33711647,1.254,2.494,1.573,0,1344,,,,0.1659,4645,0.78,0.74,,207.6554928,-6.8040714,-88.1844,-15.2903,181.374
TIC 291751373,Gaia DR2 2878641361300809856,2.5079204,1.096,4.31,4,0,1681,0.789,3.1104,6.39,0.0888,6007,1.27,1.15,0.279,359.1519716,36.2129562,-7.76313,-8.48356,735.601
TIC 440113053,Gaia DR2 385697172809355392,1.8053564,1.135,6.1,5.1,0,1385,1.902,2.1384,7.11,0.1379,5215,0.85,0.9,-0.318,4.859275,44.0275965,0.985117,-8.86625,329.036
TIC 190998418,Gaia DR2 382111248777193216,2.8792319,1.107,4.32,3.95,0,1415,1.126,2.9088,8.27,0.1061,5747,1.08,1.13,0.056,7.0539375,42.0613451,0.918597,-6.50889,367.658
TIC 311133118,Gaia DR2 1265513389372846848,3.506195,1.062,0.668,,0,1006,,1.5888,12.61,0.151,5052,0.72,0.82,-0.514,222.2100773,22.1526136,-51.9076,16.02,100.848
TIC 291685334,Gaia DR2 2878923523472328704,2.032046,1.7,1.88,0.502,0,2053,,3.5784,4.84,0.11,6387,1.56,1.41,0.563,358.5151344,37.0218242,-5.18865,-1.12874,705.981
TIC 103751498,Gaia DR2 1076515002779544960,3.71495,1.285,0.371,0.216,0,1457,,4.0272,7.761,0.1005,5738,1.31,1.03,0.228,157.4123405,70.5270835,-46.527,-9.59693,281.498
TIC 149918151,Gaia DR2 1048109222955337600,1.540731,1.009,1.19,1.43,0,1134,,1.8672,7.236,0.1489,4309,0.7,0.72,-0.821,160.748095,60.9641194,-23.7409,-21.2744,213.771
TIC 88138162,Gaia DR2 3737308025028857600,,1.25,6,,,,,,,,,,,,195.1912147,12.3755996,-632.151,-36.019,11.5094
,,1.796,1.13,9.7,,,,0.6,,,,,1.45,1.1,,269.7583333,-29.1981944,,,
,,4.2,0.81,3.8,,,,0.5,,,,,1.18,1.24,,269.7246667,-29.1890556,,,
TIC 172900988,Gaia DR2 709709093301608448,190.375,0.995,2.66087,3.36,0.0631,,,,,,6050,1.38,1.24,,128.6616644,31.5539793,-6.5804,-22.9384,250.956
TIC 172900988,Gaia DR2 709709093301608448,204.046,1.005,3.08752,3.77,0.0269,,,,,,6050,1.38,1.24,,128.6616644,31.5539793,-6.5804,-22.9384,250.956
TIC 172900988,Gaia DR2 709709093301608448,193.965,1.008,2.6335,3.18,0.0728,,,,,,6050,1.38,1.24,,128.6616644,31.5539793,-6.5804,-22.9384,250.956
TIC 172900988,Gaia DR2 709709093301608448,198.856,0.999,2.73638,3.4,0.088,,,,,,6050,1.38,1.24,,128.6616644,31.5539793,-6.5804,-22.9384,250.956
TIC 172900988,Gaia DR2 709709093301608448,200.452,1.004,2.96386,3.64,0.0271,,,,,,6050,1.38,1.24,,128.6616644,31.5539793,-6.5804,-22.9384,250.956
TIC 172900988,Gaia DR2 709709093301608448,188.835,1.003,2.59228,3.19,0.0826,,,,,,6050,1.38,1.24,,128.6616644,31.5539793,-6.5804,-22.9384,250.956
,Gaia DR2 4715813347286590080,15.168865,1.117,1.942,1.847,0.575,974,,,23.85,0.1031,5788,1.09,1.03,0.078,22.4458116,-60.7399096,18.0532,10.5225,306.063
,Gaia DR2 1697129530714536320,3.660028,1.49,0.67,0.25,0.03,1762,,0.194,6.05,0.0841,,1.82,1.32,0.61,227.5321527,72.7103128,13.2676,-7.81345,505.703
,Gaia DR2 5110565749968529024,76.8,1,6.14,,0.448,,,,71.9,0.094,5951,1.06,1.13,0.097,57.6572277,-15.0262251,26.8528,-26.5401,285.584
TIC 299799658,Gaia DR2 4632865331094140928,4.11296,0.202,0.03194,4.85,0.177,1077,,,,0.0234,5328,0.84,0.94,,38.1209678,-78.0236828,107.847,30.7318,82.1733
TIC 79748331,Gaia DR2 6683371847364921088,6.443868,0.231,0.04248,4.30062,0.047,784,0.1067,1.98,,0.03267,4734,0.73,0.75,-0.623,296.0039349,-47.5620305,-3.45731,-100.891,68.0726
TIC 79748331,Gaia DR2 6683371847364921088,12.226574,0.237,0.00787,0.77191,0.088,634,,2.37,,0.03347,4734,0.73,0.75,-0.623,296.0039349,-47.5620305,-3.45731,-100.891,68.0726
TIC 351601843,Gaia DR2 6426188308031756288,0.6047328,0.16,0.03131,9.32,0,1323,,,4.4,0.0282,3875,0.58,0.6,,309.9712091,-65.4496994,-99.7367,-59.9503,61.4592
TIC 394561119,Gaia DR2 5192364501633274880,4.0782387,1.3,3.35,1.89,0.025,1728,,,,0.07379,6311,1.81,1.35,0.671,155.6078632,-82.2188693,9.06501,2.89563,281.314
TIC 254113311,Gaia DR2 6715688452614516736,8.350381,1.5,0.974,0.38,0.047,637,,2.02,22.21,0.218,4250,0.69,0.68,-0.854,286.3760037,-41.4376399,12.5383,-27.1797,58.2609
TIC 229510866,Gaia DR2 2241587416546520320,2.103195,1.3,1.18,,,,,4.057,4.19,0.0764,5990,1.75,1.19,,297.2158166,64.3543506,-5.67612,0.187683,302.819
TIC 29960110,Gaia DR2 5157183324996790272,2.4919863,0.215,0.01976,2.45,0,703,,1.747,12.23,0.04383,3476,0.51,0.51,-1.469,42.2476999,-14.5372835,164.059,46.6256,37.8871
TIC 447061717,Gaia DR2 5357465071715078016,24.245586,0.326,0.04845,1.74,0.087,330,0.492,3.24,58.1,0.0701,3553,0.48,0.48,-1.487,156.74726,-52.4678724,-89.0458,361.603,27.6227
TIC 103633434,Gaia DR2 1070387905514406400,3.444729,0.155,0.02174,7.4,0.15,754,0.0645,1.84,13.2,0.0254,3872,0.63,0.64,-1.097,152.2182549,69.2766204,196.631,17.369,39.6345
TIC 103633434,Gaia DR2 1070387905514406400,3.444717,0.151,0.01856,6.7,,775,,2.094,13.29,0.02508,3997,0.62,0.63,-1.054,152.2182549,69.2766204,196.631,17.369,39.6345
TIC 230127302,Gaia DR2 1650110904522335744,4.30744,0.269,0.02549,1.63,,955,,,13.4,0.031,5151,0.86,0.87,,251.1158702,70.4299917,-48.0239,81.928,169.422
TIC 230127302,Gaia DR2 1650110904522335744,5.904144,0.224,0.02769,3.21,,860,,,16.6,0.026,5151,0.86,0.87,,251.1158702,70.4299917,-48.0239,81.928,169.422
TIC 230127302,Gaia DR2 1650110904522335744,18.6559,0.313,0.01668,0.7,,586,,,35.7,0.036,5151,0.86,0.87,,251.1158702,70.4299917,-48.0239,81.928,169.422
TIC 230127302,Gaia DR2 1650110904522335744,37.9216,0.337,0.04657,1.51,,462,,,57.3,0.039,5151,0.86,0.87,,251.1158702,70.4299917,-48.0239,81.928,169.422
TIC 52368076,Gaia DR2 4698692744355471616,4.65382,0.243,0.02989,2.57,0.194,1037,0.087,2.9616,13.16,0.0295,5320,0.85,0.86,-0.285,23.5934253,-66.6763495,-119.8,-122.953,111.059
